input_token,big,brown,calico,cat,dog,lay,mat,on,red,rug,sat,small,tabby,the
cat|tabby|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|tabby|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|tabby|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|tabby|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|tabby|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|tabby|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|tabby|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|tabby|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|the|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|the|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|the|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|the|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|the|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|the|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|the|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|the|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|the|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|the|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|the|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|the|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|the|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|the|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|big|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|big|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|big|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|big|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|big|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|big|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|big|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|big|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|big|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|big|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|big|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|big|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|big|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|big|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|brown|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|brown|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|brown|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|brown|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|brown|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|brown|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|brown|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|brown|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|brown|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|brown|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|brown|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|brown|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|brown|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|brown|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|calico|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|calico|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|calico|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|calico|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|calico|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|calico|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|calico|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|calico|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|calico|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|calico|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|calico|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|calico|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|calico|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|calico|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|cat|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|cat|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|cat|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|cat|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|cat|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|cat|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|cat|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|cat|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|cat|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|cat|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|cat|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|cat|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|cat|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|cat|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|dog|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|dog|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|dog|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|dog|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|dog|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|dog|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|dog|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|dog|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|dog|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|dog|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|dog|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|dog|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|dog|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|dog|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|lay|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|lay|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|lay|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|lay|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|lay|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|lay|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|lay|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|lay|on,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,4.6388
dog|lay|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|lay|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|lay|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|lay|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|lay|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|lay|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|mat|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|mat|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|mat|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|mat|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|mat|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|mat|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|mat|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|mat|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|mat|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|mat|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|mat|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|mat|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|mat|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|mat|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|on|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|on|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|on|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|on|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|on|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|on|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|on|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|on|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|on|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|on|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|on|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|on|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|on|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|on|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|red|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|red|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|red|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|red|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|red|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|red|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|red|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|red|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|red|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|red|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|red|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|red|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|red|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|red|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|rug|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|rug|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|rug|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|rug|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|rug|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|rug|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|rug|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|rug|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|rug|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|rug|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|rug|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|rug|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|rug|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|rug|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|sat|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|sat|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|sat|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|sat|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|sat|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|sat|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|sat|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|sat|on,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,4.6388
dog|sat|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|sat|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|sat|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|sat|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|sat|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|sat|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|small|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|small|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|small|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|small|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|small|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|small|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|small|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|small|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|small|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|small|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|small|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|small|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|small|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|small|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|tabby|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|tabby|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|tabby|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|tabby|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|tabby|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|tabby|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|tabby|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|tabby|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|tabby|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|tabby|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|tabby|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|tabby|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|tabby|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|tabby|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|the|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|the|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|the|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|the|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|the|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|the|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|the|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|the|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|the|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|the|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|the|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|the|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|the|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog|the|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|big|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|big|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|big|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|big|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|big|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|big|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|big|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|big|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|big|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|big|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|big|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|big|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|big|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|big|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|brown|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|brown|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|brown|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|brown|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|brown|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|brown|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|brown|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|brown|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|brown|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|brown|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|brown|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|brown|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|brown|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|brown|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|calico|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|calico|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|calico|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|calico|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|calico|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|calico|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|calico|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|calico|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|calico|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|calico|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|calico|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|calico|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|calico|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|calico|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|cat|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|cat|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|cat|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|cat|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|cat|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|cat|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|cat|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|cat|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|cat|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|cat|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|cat|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|cat|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|cat|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|cat|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|dog|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|dog|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|dog|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|dog|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|dog|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|dog|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|dog|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|dog|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|dog|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|dog|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|dog|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|dog|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|dog|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|dog|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|lay|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|lay|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|lay|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|lay|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|lay|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|lay|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|lay|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|lay|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|lay|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|lay|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|lay|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|lay|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|lay|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|lay|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|mat|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|mat|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|mat|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|mat|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|mat|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|mat|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|mat|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|mat|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|mat|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|mat|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|mat|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|mat|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|mat|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|mat|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|on|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|on|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|on|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|on|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|on|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|on|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|on|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|on|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|on|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|on|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|on|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|on|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|on|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|on|the,-0.6262,-0.6262,-0.6262,-0.6262,-0.6262,-0.6262,3.7828,-0.6262,-0.6262,3.7316,-0.6262,-0.6262,-0.6262,-0.6262
lay|red|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|red|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|red|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|red|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|red|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|red|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|red|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|red|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|red|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|red|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|red|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|red|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|red|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|red|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|rug|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|rug|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|rug|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|rug|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|rug|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|rug|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|rug|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|rug|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|rug|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|rug|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|rug|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|rug|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|rug|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|rug|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|sat|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|sat|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|sat|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|sat|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|sat|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|sat|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|sat|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|sat|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|sat|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|sat|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|sat|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|sat|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|sat|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|sat|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|small|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|small|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|small|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|small|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|small|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|small|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
